,inst_id,cpu_usage
0,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,828.1481356800213
1,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,423.7150727845899
2,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,660.6278364309744
3,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,720.0790200548752
4,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,864.126011470355
5,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,746.9521184668693
6,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,561.4644008945834
7,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,794.0083960204107
8,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,923.018260115339
9,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,803.8158670498067
10,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,673.574344355414
11,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,695.5324687934083
12,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,678.3949967395802
13,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,649.363446831071
14,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,837.3724109878758
15,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,623.2116938933792
16,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,696.9997808888847
17,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,724.756653689063
18,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,611.3386128771652
19,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,662.0326839343825
20,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,624.5358890270762
21,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,855.4289668608127
22,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,680.3864282113472
23,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,810.2114766747598
24,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,528.6670735651031
25,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,684.1499962751016
26,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,531.2882560293317
27,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,752.2365437316013
28,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,438.1159668173326
29,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,598.500911616657
30,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,621.2289811888252
31,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,387.2914727263434
32,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,485.8376793028522
33,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,665.1275018860879
34,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,732.589625714045
35,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,540.5648979768991
36,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,757.7562953739492
37,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,566.7097611218974
38,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,715.468749704211
39,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,867.274626020064
40,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,827.6000327184197
41,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,986.8531123172768
42,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,673.7985656139304
43,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,774.9998875394882
44,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,643.7584116906456
45,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,718.6109208556343
46,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,737.385240397261
47,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,824.2537027929295
48,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,669.5122971548171
49,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,820.3205283748737
50,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,620.5416893063531
51,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,668.4548454660853
52,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,548.0879668696796
53,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,925.5381930365029
54,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,465.7631450634946
55,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,797.35734760225
56,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,653.3075727831958
57,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,617.758864958376
58,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,590.658293533765
59,8c1bd26acb80d4c1e90905336d4186f42de43b524e88de1de4300eb9dcfe,660.6531234466937
60,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,638.9142801746677
61,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,723.2710689094694
62,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,635.236204373826
63,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,972.0914016402285
64,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,486.13728312645657
65,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,809.0138221344542
66,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,721.9624349374783
67,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,633.2088133971889
68,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,590.2971216782195
69,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,924.9245193985398
70,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,744.9174829129573
71,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,538.9242059790745
72,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,475.80411466199666
73,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,623.8910105470363
74,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,657.9310318096647
75,dbf6aef883f9a74a8ef7f4f0d36649fc194abaf1c927db0dd9b64ab295e2,513.0417657569794
